视频名称,up主,播放量,评论数,收藏数,点赞数,投币数,分享数,发布地点,发布时间,视频时长,推荐理由,BV号
小狗可能也想赌一把，今天抱着的这两个人会带它走吗？,油条不拆家,742347,444,6339,122946,89479,1956,河南,1712575956,135,12万点赞,BV1Cp421y7dj
第一次喊有点害羞了,小姜不辣哈,1533707,1589,7396,149985,3475,3389,山东,1712576893,46,,BV1Nm421E7vh
好险 差点去朝鲜了,侯翠翠,174310,757,715,12359,2276,419,辽宁,1712719800,435,,BV1Px421S7sD
童年爆款苦情神剧《我的丑娘》！很好哭，但也很好笑...,虫哥说电影,407773,7819,2819,20457,4012,1914,江苏,1712654400,1478,,BV1fC411V7BA
赶紧跟咱妈妈说，立刻马上不要拖。,李汎的健身日志,1122576,253,44408,104896,4160,8538,福建,1712585309,79,百万播放,BV1Qp421y7CS
流浪汉住上电竞豪华公寓，过上了真正的牛总生活。,浪仔小牛,876610,7433,3161,37564,27892,1930,浙江,1712501828,1120,,BV1mx4y1Y7EL
玉帝，玉帝，我要diss你⚡,MG-AUG-1211,339053,180,2646,17485,3776,3107,河南,1712458800,114,,BV12t421J7Dm
“在大家心中，杰伦最火的歌曲又是哪一首呢？”,周董FM官方音樂电台,1135397,1897,12374,119153,3454,1540,福建,1712301155,279,百万播放,BV1gC411L7mx
第一次粉丝面基，秒变社恐小王！,老王在中国,95729,1248,786,11185,4129,283,四川,1712749524,851,很多人点赞,BV131421m7yj
从开放世界到UGC玩法，宛如手游版GTA ——《极品飞车：集结》新PV解读,籽岷,346231,77,1518,27021,692,78,上海,1712659500,231,手机游戏·人气飙升,BV18p42197hf
探秘潮汕美食宇宙！中国最新鲜火锅，10盘牛肉吃过瘾！,食贫道,514476,7834,6178,35043,13367,5717,山东,1712658600,1961,美食侦探·人气飙升,BV16z421y7ux
乐评新游 归龙潮三测 越改越糟 尬穿地球 建议重新打磨,东方寒兔,109526,1259,1281,12322,3657,1700,北京,1712741741,878,很多人点赞,BV11m42177WU
记录一下我们改造300年乾隆年间荒废小院的过程！,逃源a,292455,772,3295,30585,5564,550,福建,1712543952,266,很多人点赞,BV1dp421y7Vv
“节奏大师”,亚撒西の士道,1526930,286,70417,250143,18008,9048,云南,1712410061,17,百万播放,BV1BH4y1n7Mn
秽土转生斑,安静君,613314,527,10596,73583,1727,7003,山东,1712213659,43,7万点赞,BV1yq421w7gT
俄罗斯人名字里“诺夫”和“斯基”究竟是什么意思？,俄罗斯导游阿杜,371712,837,5181,48604,926,383,俄罗斯,1712628300,101,人文历史·人气飙升,BV1cE421u78X
见到主人的那一瞬间就像个找到家的小孩子…第一次见识到网络的力量，4个小时找到主人,油条不拆家,582322,396,5560,124827,40641,1581,河南,1712621874,110,12万点赞,BV1yE421M7WS
【上古神战】来自2012年的武林高手对决，恐怖如斯！,-超级小能猫-,186111,405,4345,26474,1237,960,海南,1712665972,169,,BV1Hm411B7Cc
奶奶第一次见美国亲家，忍不住哭了：希望你们把他当亲儿子！,田纳西Jay和Ari,480407,3537,2631,28449,10378,568,河南,1712630740,950,,BV1FZ421v7oh
市值暴跌50亿！资本撤场，口碑崩塌，百果园为什么卖不动了？,财经不眠姐,380102,1480,1475,14742,689,1005,广东,1712659056,589,,BV1Er42147vo
终于知道为什么有人戴假发那么逼真了，这么多道具这么多工序，都精致到每一根头发丝了,YouTube精彩视频-,4134686,777,11520,189380,717,1558,湖南,1712299907,78,,BV1Aj421R7yK
我的课题跟我不亲,迂磨二公子,255177,77,607,30962,712,123,广东,1712741002,71,,BV1gx421S7SZ
《想带你去迪士尼》,KnowKnow,167086,299,1018,6799,1730,5713,四川,1712678437,153,,BV16x421U7SN
最强葫芦七圣人1-999集尊享版,叶良辰MVP,2113483,837,149681,18914,6576,680,山东,1712287479,3705,,BV1Jt421n7fM
如何看待网络热门视频“吃到去世十年爷爷种的韭菜”？【主播说三农】,央视农业,359600,425,1139,45823,1085,402,,1712669720,142,,BV1jE421u7js
如何给大佬设局，中间的操作直接封神 处处算计，暗藏对人性的精准把握,懂一点人情世故,544174,229,5575,66804,778,279,广东,1712560887,246,6万点赞,BV1Dz421k7CB
鱼香茄子土豆牛肉黑椒肠坛子肉拌饭,巨爱吃的周黑鸭,656700,671,3320,57908,1292,1744,北京,1712571244,265,5万点赞,BV1Qz421k7Lt
红警密密麻麻的飞行兵！简直不要太恐怖了！,红警HBK08,252988,1417,635,16926,1679,103,江西,1712707200,719,,BV1uH4y1M7ng
【warma】诶，你有没有听见花在说话？,Warma,1462464,766,33838,125216,37309,3509,云南,1712566800,201,12万点赞,BV1PZ421q7VF
【奥运冠军的脊医博士后】腰突出了不要怕 硬核3招有效,脊医博士鹏哥,464715,220,17721,24692,4518,4982,上海,1712572938,602,,BV1zE421M72Q
奥特曼申请出转,-宋瑶,2123040,2143,26758,181293,22586,48627,北京,1712408330,68,百万播放,BV18T421m7L9
爆肝40天120000字，挑战全网最细唐人街探案宇宙全系列！希望有500收藏就行,不善言辞的秃秃,165685,940,9229,11849,9163,506,广东,1712634900,33565,,BV1LJ4m1L7Xf
【炸弹人】这些诡异画面你都见过吗——这游戏竟有这么多秘密,游戏漫聊,187285,2062,2039,8816,3013,413,吉林,1712664321,897,,BV1H1421m71Q
快接一波健康，发财，上岸！,_张天琪,754871,4198,6323,133335,25766,326,四川,1712579208,188,13万点赞,BV1KM4m1Q7eA
现场观看皇马3-3曼城神仙比赛太精彩了！简直欧洲德比！,汉青书半霍去病,311498,3447,838,6678,1088,390,西班牙,1712723177,623,,BV1Fx421S7kf
有多少boss能战胜“最佳演出Boss”称号的教条？,我是谁压实度,140524,296,2232,12674,7330,169,江苏,1712717313,574,,BV1wD421s7D3
耗时40天用牛骨和竹子，做套“竹骨麻将”是什么体验？,苗大冬,254886,910,1299,14617,10331,326,河南,1712653200,283,,BV1np42197cU
氪不容缓：集齐4大泰坦怪兽，4种死法你选一个？,著名神经哥,260448,303,4401,23405,5840,296,湖南,1712651078,319,,BV1TD421s7vR
今天模仿的三位女二都是超级女神级别了！斗胆模仿一下神韵，大家轻点喷哈哈哈哈,李如儒也是李蠕蠕,1192858,1289,4300,130946,5368,262,广东,1712572800,91,,BV1ip421y7UH
《瘦弱可爱的同学》,坤坤不会整活,892619,832,15501,113683,1598,3697,浙江,1712280808,116,11万点赞,BV1Jz421Z7tk
没想到这个视频我能出第二期,挪威老王,265029,659,1587,36383,1829,254,挪威,1712665688,191,,BV1x1421m7sd
广州最好吃的大排档！顶级锅气，每一道菜都精彩！,渣叔爱酒,565867,1321,11188,42610,13891,8182,广东,1712577453,397,,BV1VE421u7Fv
这消息可真消息啊,池野林Club,1478063,136,6810,129613,1392,5347,四川,1712584187,51,,BV131421m7kp
瑟莉姆还能更瑟吗？当然能！！！,我是老鱼哒,681940,629,17529,91634,1488,4803,辽宁,1712646000,41,9万点赞,BV1GC41157Kg
多尔衮演成二愣子和酒蒙子！《无限超越班》全员造孽,开心嘴炮,233494,2126,945,10895,952,695,湖北,1712716800,646,,BV14M4m1Q71e
我把《赤色要塞》重制成了高清次世代版,绝处逢生的赵大哥,774593,2807,9023,54260,40013,1548,江苏,1712489302,689,,BV1Em421E7RG
【开箱】提完小米SU7实在没绷住，剪了一期路人反应...,陈抱一,1314217,4713,6932,56471,15095,18797,湖北,1712546538,625,,BV15r421x7uV
5.20am，河南小伙点根烟唱起了从前,鬼叔黍,136969,369,1638,12306,5369,771,广东,1712718528,160,,BV1mm421779N
简简单单吃肉,敦煌老马-羊头,276998,453,1017,30125,551,655,甘肃,1712655296,136,,BV1wx421m7ev
经典《阎王点卯2.0》返场,悠悠球琛总,2036638,610,24202,314916,12635,14993,天津,1712402336,64,百万播放,BV1jx421S7h5
【奥特闲谈】副奥们：圆谷你欠我这的营养你拿什么还？！,在下三少啦,84723,750,1841,10905,1977,111,吉林,1712745000,816,,BV1dm411q7F9
把星铁做成国漫番剧！爆肝一月！星穹修仙传！第三集！,猹泡饭233,516501,1900,17072,63201,24315,2921,浙江,1712570400,465,,BV1sq421c7a8
练车噜,吃了个迟x,525564,397,20374,91894,2048,2962,云南,1712662411,33,9万点赞,BV1JC41157vJ
超顶！周深《月光》清唱版,酷狗音乐,322400,1243,8654,24004,8039,2730,北京,1712568653,239,,BV1BM4m197u1
脱贫第一步，对有钱人祛魅,平原小狐,470859,181,9754,22627,2315,821,浙江,1712571519,568,,BV19D421H76q
不装了！彻底摆烂！2024年1月新番完结吐槽！【泛式】,泛式,2323020,11645,58063,278810,137853,10572,上海,1712399848,685,,BV1ND421s7Wh
对轰世界波！皇马3:3曼城，福登、格瓦迪奥尔、巴尔韦德精彩世界波破门，B席任意球破门,友利Mori,219693,1202,797,7796,1149,979,北京,1712702268,468,,BV16p42197bN
菠神显胖是有原因的，她真的太有实力了！,菠萝赛东的亚洲猛男,1222973,388,2505,10355,567,313,江苏,1712556626,505,,BV1CH4y1T7Nz
此三杯非彼三杯，大会堂版的三杯鸡，为什么没有一滴酱油却酱香满满丨国宴三杯鸡,老饭骨,315646,1496,7487,16802,3814,1301,北京,1712656800,534,,BV1jD421s7QJ
20w买的国产皮卡，去越野居然….,Upspeed盛嘉成,239316,610,2104,13441,2966,1709,上海,1712570700,715,,BV18F4m1T789
天津9.9元包子自助，超大个包子，一个半斤重。你能吃几个？,橙飞一下,943038,3031,1738,41419,3943,2443,天津,1712577202,511,,BV11J4m1G7C7
（猫猫meme）成为智障老师以后被孤独症学生狂遛到开始怀疑人生,智障老师2ga,472724,742,13427,128209,21947,1623,江苏,1712551248,269,,BV18M4m1Q7us
上节目摆烂带娃，女儿哭了我也跟着哭【P4】,圆桌动漫,113795,603,2217,10185,2760,78,上海,1712742444,494,,BV1PE421u7cw
下次顺便假笑两声,魔法幼儿园u,1200552,287,9853,110353,690,1361,湖南,1712552435,23,百万播放,BV1TZ421q7Ey
馋懵了！吃！,张百乔,704434,330,2478,82303,712,992,辽宁,1712574000,225,,BV1BA4m1F76m
小强中午给媳妇做个炒面 配着牛肉火腿 看着就好吃,小强努力吃胖,283643,474,588,13475,3901,162,河南,1712484689,174,,BV1Kx421S7Jx
贝拉小朋友表现很勇敢，今天终于出院了,边牧陈贝拉,255502,361,778,33277,5387,618,浙江,1712666006,222,,BV1Zm411z76p
如果人类在宇宙中发现了比咱们更加落后的文明会怎样？,行者道荣,753988,3102,7068,47465,970,209,浙江,1712585780,241,,BV1Cz421k7tE
蛙蛙强上鳟鱼！！,维C动物园-,203786,444,1977,26883,894,1024,江西,1712666733,294,,BV1rJ4m1G7Nk
替大家试过了，这样转场真的绝,影石Insta360,3446450,835,19329,261884,1833,29132,广东,1712486725,21,百万播放,BV16M4m197mE
《你好暴雪，好久不见》,赤小兔TuTu,177637,679,700,6080,1559,488,江苏,1712712936,271,,BV1qZ421e71Z
猫猫meme版西游记,DY喵呀,733435,183,19991,107158,1505,6529,四川,1712628943,18,10万点赞,BV12D421W7Pm
直到死亡把我们分开,sunny_152,919173,183,30261,76056,24410,3049,广东,1712383975,80,7万点赞,BV17x421S7g4
要打，去练舞室打！,火龙-艾斯库尔,706479,1217,6102,59715,2104,6824,广东,1712504253,72,5万点赞,BV1JF4m1T71F
《老爹被以貌取人的老师当成了班级倒数第一的爹并被大骂了一顿》,霁明明明明,235607,219,2499,25274,1691,215,河南,1712591882,183,,BV1ZZ421e7W7
CCTV6评《你想活出怎样的人生》：宫崎骏永远在创作最后一部作品,央视网快看,241145,185,2386,8002,807,1493,,1712632602,441,,BV1jD421s7G3
我跟花儿一样，真的都会谢,在下铁头阿彪,161818,280,2442,25009,3067,296,四川,1712715000,180,,BV1rZ421e7F7
🪣：想我了吗，博士们？,寨子Jazz,90462,210,2406,12533,2376,425,山东,1712663303,573,,BV1fx4y1Y7Fy
唱歌像便秘,杨杏仁Aries,838429,231,25871,186860,5402,1715,湖北,1712486176,43,18万点赞,BV1Ax421S7hr
2天1晚穿越到一个还在用铜钱的古风小镇是什么体验？我在安徽铜陵发现了现实版桃花源…,宥宥不会喝酒,773950,445,43839,83003,3728,20788,江苏,1712488657,175,,BV18F4m1T7Z8
魔兽停服一年多讲了啥？30分钟看完：魔兽10.0版本全主线剧情！,泰莉亚子,80836,1558,1213,4559,3006,1022,上海,1712728800,2151,,BV1cp42197UH
背着狗子去生娃，三天后回到家，已经把主人给忘了！,哈仔十一,460599,2643,2745,50973,51583,317,湖南,1712642966,227,,BV1EJ4m1V7ND
真是服了这个脑洞！,木匠小强,2392387,422,8093,40933,734,1111,北京,1712570128,33,,BV1pm42177Gn
【摸王TV】MyGO篇 前辈请借力量一用！,zcy902,115196,731,4054,16109,7809,2778,广东,1712719800,165,,BV1fZ421e77K
少女侍寝有多可怕？觉醒or奴化，安陵容的“双重人格”,童大掌柜呢,45024,600,1212,4539,1907,189,河北,1712752200,1657,,BV1Rr421x72F
小时候那些觉得自己这辈子完了的时刻,房东的肥四四,500571,300,5423,63612,1585,876,辽宁,1712655427,48,6万点赞,BV1tA4m1F7HW
《惜花芷》：豪门破产后，我带全家走上致富之路,话很多的小姐姐们,295390,1781,1275,12625,1288,468,重庆,1712636403,733,,BV1Km41167VA
太子：“对面全被我杀光了！什么？NIKO去对面了？”,AYCS2,187679,140,808,12859,549,910,河北,1712705433,129,,BV1ME421u7rT
《抽完怎么感觉我身上好像少了什么东西》,梓宸爱公子,176346,453,2606,19826,1404,243,江西,1712661714,135,,BV1zH4y1T75u
缺金币的快进来学，木叶寿司店出初代的秘籍！,暴躁老哥艾火影,51794,224,1427,7896,5304,153,江苏,1712745449,272,,BV1vt421J7oj
是哪个大冤种买了“汇源香菜汁”？原来是我！！,姬一元,76247,504,1007,9984,4115,510,辽宁,1712739900,360,,BV1km42177Ue
《重生之我在霸总短剧里当保姆8》,七颗猩猩QKXX,3446439,4657,33206,324678,18693,12884,湖北,1712394898,201,,BV1uE42137Kr
【未公开花絮】青柳尊哉×村山优香 螺蛳粉初挑战！,青柳尊哉,162418,344,1790,11623,2168,381,日本,1712718000,521,,BV1ip421y7fB
富二代要吃顶配方便面，说预算没有上限，大厨:我好好给他上一课,草原二蛋,866513,935,1676,9685,535,313,内蒙古,1712570017,258,,BV1HF4m1T72j
我  们  是  冠  军,萝太永不破防,1287722,2444,19200,90043,7461,4664,福建,1712505366,835,,BV1qq421F7Nn
⚡ 在 5:20 睡 觉 13:14 准 时 起 ！！⚡,学姐圆,5133740,3263,249881,487352,218588,64533,河南,1712376600,144,百万播放,BV1Mx4y1Y7pJ
挑战花光领导的所有工资！,阮阮是个天才7,408300,12701,19674,66607,48163,1181,上海,1712736922,1484,6万点赞,BV1o1421m7Kn
我服了！小米SU7这续航也太……,大鹏快开车,855928,7785,7951,71674,41582,8731,北京,1712710800,716,7万点赞,BV1Mx421S71B
河南省歌是什么梗【梗指南】,梗指南,823086,1761,5187,66326,1185,6473,江西,1712721900,145,6万点赞,BV1ED421s7wD
夜班为什么不拔智齿,铁蛋王先生,1223535,989,6793,121134,1437,1342,山东,1712655866,127,百万播放,BV1pz421y74k
中考完我走出了课堂，想去看看真正的世界～,不吃葱不吃香菜__,2765393,700,64425,350174,12089,8828,浙江,1712396190,50,百万播放,BV17C41157GF
男子尾随中国游客回家，遭2名警员开4枪击毙！EP325,细细的蓝线11,693790,11485,5262,44766,1508,2290,山东,1712718000,865,,BV16z421y7HK
终于来了！DC《小丑2》首曝预告，Lady Gaga版哈莉·奎茵登场！,乌鸦预告片,791302,2056,8400,43719,3532,34439,四川,1712711523,145,3万分享,BV1xZ421i7i5
大学生第一次出国，弟弟：下次可以不和3个姐姐出门吗？,超Carry的柴西,370660,1634,4529,16758,6077,1110,上海,1712739600,597,,BV1am41167pK
加拿大小伙住南昌9㎡：月租350元，苦读《红楼梦》,一条视频,650267,2785,22829,111855,19079,11858,安徽,1712625041,255,10万点赞,BV17m421E7Rt
《吗 喽》,张狗蛋eR,816252,547,20259,53366,25582,24396,河南,1712633400,268,5万点赞,BV15p42197gG
⚡我 在 5:20 睡 觉 13:14 准 时 起⚡,Rocker飞鹰,564712,653,18953,58648,31155,2391,上海,1712556000,113,5万点赞,BV1kz421y73L
七 年 之 痒,盗月社食遇记,1043424,7673,13245,91496,76048,1333,上海,1712655161,1670,9万点赞,BV18m411679g
真 · 保时捷平替，小米SU7~！,键盘车神教,1005830,4990,6087,51114,22283,11845,北京,1712551055,573,5万点赞,BV1J1421m791
【何同学】不用电，你能把一张A4纸扔多远？,老师好我叫何同学,3254941,8863,34833,254297,93871,8027,浙江,1712490129,626,百万播放,BV1cm42177xT
【猫meme】被班主任以为我家没钱没权和同学霸凌我三年后，土豪外婆大闹校长办公室砸碎一地（中）,没作业了叫我,608625,2696,18117,62498,14785,2965,四川,1712664404,404,6万点赞,BV1jE421u76R
半夜擦玻璃竟目睹杀人案现场？！,中国BOY超级大猩猩,239249,4634,7543,37163,14159,400,上海,1712741400,1068,单机游戏·人气飙升,BV19F4m1K7yd
偷的是我家啊！,凶鸭栗,2063819,714,24683,264363,9923,7585,河北,1712659154,83,百万播放,BV1Bm421779V
"当意大利老爸知道,即将有个中国外孙时,会是什么反应?",路卡和瑞丽,240812,4098,2229,33905,28832,212,浙江,1712739600,539,,BV1TM4m1Q7V1
自从有了小孩，我的疑问不断。,papi酱,1365025,644,6721,170468,11192,7249,北京,1712656873,104,百万播放,BV1vH4y1T7Nd
早起整点包子面条流心蛋，吃完就晕碳！,小紧张的虫虫,286359,740,1532,22676,2912,468,浙江,1712742546,445,很多人点赞,BV14M4m197TV
阿奇误打误撞，竟然成功搞定了锅巴的配方,卡奇食品旗舰店,427953,91,2085,51512,714,157,浙江,1712571454,94,,BV14x4y1Y7Xs
我在韩国花7000租到了韩剧里韩国财阀的家,知名相声演员BBBBB大王,1098891,6914,9375,92446,30950,2816,韩国,1712664000,612,9万点赞,BV1EF4m1T78N
“我在5:20睡觉，下课铃响准时醒”,纽毕斯,1288049,621,52031,170893,76321,14986,山东,1712549100,104,百万播放,BV1ZF4m1K7qo
周杰伦全专辑精选无损音乐歌曲  Flac无损封装歌词版纯享【戴上耳机体验更佳】,故事的小黄瓜丶丶,109164,178,11502,6448,5601,522,广东,1712311235,32782,,BV1Zx421Q7au
终于帮“道上大哥”们办完事儿了，再次见到他们 我的待遇都不一样了,阳桃SunOfPeach,912786,1299,10539,76874,5003,2194,日本,1712657935,214,7万点赞,BV1Zm411z7GC
选秀，但秀女全是反贼,安提米苏,920830,1446,6602,43033,4232,6171,河南,1712298307,169,,BV1Mz421Z7NZ
《重生之我在娱乐圈文里当明星助理》,七颗猩猩QKXX,1399015,1432,6267,157264,4136,2406,湖北,1712655079,158,,BV1gz42117GC
🔥爷 在 5:20 睡 觉 13:14 准 时 起！🔥,星铁切莫Cc,223326,260,7653,19182,3926,680,浙江,1712655651,144,VOCALOID·UTAU·人气飙升,BV1ur421x73J
别人只看到我喜欢黑丝，没人看到我压抑的人性,科幻小刚i,890047,1346,7246,74888,2572,7074,安徽,1712585376,108,7万点赞,BV1Ym42177by
明知山有虎,嘞是唐孃孃,1576867,244,15067,181705,1795,7960,重庆,1712663319,22,百万播放,BV1ax4y1Y7Zt
探秘水果界“流量密码”！网红蓬莱蕉居然有毒！,穿毛裤的小拉泽,261226,2664,1503,22575,3581,193,山东,1712739000,834,很多人点赞,BV14x4y1Y79n
我服了…班里的师生关系太乱了！,段炼丶Exercise,1257223,684,5792,153526,1232,1162,陕西,1712643020,139,,BV1np42197PV
电影最TOP：一口气看完好莱坞动作片里程碑《虎胆龙威》五部曲,电影最TOP,131284,1622,3250,10220,3121,174,山东,1712753100,3843,很多人点赞,BV1pz421y7j3
开春了！小朋友们注意卫生！,脱缰凯Kk,1350432,2202,15185,151652,6922,1148,辽宁,1712653973,207,百万播放,BV12p421y71K
【猫meme】高中遇到流氓后我的炸弹妈妈和核弹哥哥,超级无敌土豆地雷,321135,458,5780,77096,1888,365,江苏,1712519338,203,7万点赞,BV1y1421m7sm
腼腆害羞内向社恐文静小女生,我叫D三一,1057886,1157,10763,107256,2215,12863,海南,1712664563,38,百万播放,BV1Gx421S7Bd
网易暴雪致玩家的一封信：这次，国服永不磨损！重铸血吼，补偿措施，账号数据问题解答,泰莉亚子,672367,3058,1144,10809,1516,4135,上海,1712715554,194,,BV12Z421i7Ap
芬兰家人第一次在海南狂吃脆皮烤乳猪海鲜大餐惊呼太香啦！横扫夜市买买买！离开中国最后一天感动流泪！,雨琪在芬兰,940490,9718,8630,91179,62949,725,芬兰,1712655210,1371,9万点赞,BV13x421S7re
当年觉得是“太土、太俗”的歌曲，现在网友表示：爷青回！太香了！！,怀旧歌单汇老歌尤盘,299723,3562,15988,23759,5018,2233,山东,1712494500,834,很多人点赞,BV1zr421x74d
《北极熊都能看懂的砂金攻略》,贪欲九头蛇_,403739,1624,4851,43601,4962,2669,山东,1712721600,522,很多人点赞,BV1fF4m1K7g3
我和我前妻的男朋友互换配偶，同时也和前妻互换了配偶？【法律连麦】,第七翼刀,593071,5435,8139,51439,1559,24258,北京,1712656800,528,5万点赞,BV1Ax4y1e7GE
成都深夜街边的爆辣铁板烧，还炒了满满两大盘饭，夜宵满足了！,方芳的快乐生活,214237,904,1257,16655,4049,336,吉林,1712743706,570,美食侦探·人气飙升,BV1DJ4m1G7nK
暴雪国服确定回归！网易代理，账号数据全部都在！,夏一可,505372,2676,2497,24973,9201,6535,上海,1712716377,280,,BV1Zx4y1Y7c1
"【明日方舟】你ALL\ALL\ALL\,最后lose光光",彳文xow,521184,476,34470,89885,44966,8447,浙江,1712623500,117,8万点赞,BV1YZ421e7BB
成为老实人后，才理解为什么大爷爱骂营业厅了。,NBzhuoc大,159763,548,2692,20108,5681,422,浙江,1712737063,443,日常·人气飙升,BV1vZ421e7xe
一口气看完海贼王“故事时间线”！完整回顾海贼王5000年故事，传奇强者奋斗史诗，伟大航路波澜壮阔！,动漫作业本,225348,1014,6668,17485,12683,1255,福建,1712720825,2340,动漫杂谈·人气飙升,BV1hJ4m1V7PG
【名利场】女优们的报复,摩尔家陈泰山,176606,571,3100,7124,1870,902,上海,1712663604,694,,BV1Zz421y7rL
人生靠疯，靠孤注一掷,你的陈星越,151363,84,1986,24132,3289,276,上海,1712741251,112,,BV15D421s7PG
《谢天谢帝》官方MV 诺米么lodmemo,诺米么lodmemo126,437997,640,3056,21473,4952,3336,湖南,1712634865,208,,BV1eA4m1F7LC
没有技巧，全是感情,敲叶壳,840705,186,6913,88708,1226,1279,重庆,1712633025,30,8万点赞,BV14F4m1K7ew
辞职创业6年，极速拍档经历了什么？,极速拍档,1057437,6851,11418,74869,47104,2959,广东,1712631600,1105,7万点赞,BV1o1421m7C9
判了！漫威征服者康演员判决落定！但他的事业已经被判了死刑,努力的Lorre,1192344,4190,3061,41374,885,1740,北京,1712655165,384,,BV17M4m197uE
关于“00后实习生勇闯电子行业，意外成为运营”这件事,YXC扬兴科技,206841,56,797,42101,3599,105,广东,1712651400,96,,BV1ut421H72P
婚礼哪些仪式可以取消？【我：全部取消】,康哟喂,1253619,3905,26287,114576,84787,12933,中国台湾,1712570400,762,百万播放,BV11t421E7tF
朋友们，这次在泰国吃生腌翻车了……,JASON刘雨鑫,577400,323,1247,40009,528,2137,北京,1712656922,95,,BV1nm42177bm
“我在5:20睡觉，13:14准时起来吹唢呐”,浑元Rysn,199034,176,2283,24680,1992,844,上海,1712726040,145,演奏·人气飙升,BV1Sp421y7et
FPS枪都穿模了！量子优化技术！量子力学在游戏开发中的应用,小猴哥TA,1410521,189,5503,63282,1168,283,上海,1712652216,78,,BV1zz421y7ex
有人知道《吃不饱三战士》和《练不完三战士》什么关系么？,李炮炮儿,2019973,935,6719,190094,2094,1839,辽宁,1712560225,174,,BV1nC41157oG
好多手艺，学不过来了！都是三十年以上的功力哦～,永琪吗,579364,1495,5753,104204,53548,1356,重庆,1712646367,366,10万点赞,BV1Uz421y7nu
一起感受一下，400米障碍跑一镜到底！,中国青年报,356332,329,2726,68304,1004,652,,1712650040,96,6万点赞,BV1vC41157wc
文化输出～一眼万年,Sunny__L__,360615,206,3574,73118,883,4028,广东,1712712708,31,6万点赞,BV1oC411V7H1
【少女焚烧案】以为烧尸灭迹，结果烧一晚上得救存活,郑郑得证,809830,2913,4362,26265,949,497,江苏,1712636000,592,,BV19m411q7De
在 5:20 睡 觉 13:14 超 度 你！,M_SX,369621,345,9152,40777,5431,4295,云南,1712636944,98,,BV14A4m1F7fh
汤姆的梦中情猫之～白色优雅图多盖洛～,紫菜蛋花兔兔,561946,337,4754,65101,808,6099,广东,1712689080,16,6万点赞,BV1Wm41167z7
【大学老师推荐】懒人必用的AI工具｜再也不用亲自做PPT和备课了！科技摸鱼～,糖果果的未来要发光,210857,184,27315,14805,6560,4981,湖北,1712657009,294,,BV12E421M7et
【半佛】胖东来不出河南，真的聪明,硬核的半佛仙人,305807,328,2463,17718,1199,443,浙江,1712739600,554,,BV13r42147d7
那你应该很幸福吧,在在在这里啊,299741,628,2965,65294,26813,197,浙江,1712543959,143,6万点赞,BV1Ep42197m9
挑战在闺蜜婚礼上跳Queencard！！,兔总裁s,494479,461,9001,33450,1407,551,天津,1712637000,153,,BV1G1421o7Po
《蔚蓝档案The Animation》第1话：阿拜多斯高等学院停办对策委员会,蔚蓝档案,1286999,27652,66727,126928,95361,35987,上海,1712503800,1421,百万播放,BV1cZ421B7EF
爽唱了《Bling-Bang-Bang-Born》顺便还健了个身！,鹿火CAVY,570020,377,10317,46854,8691,1058,上海,1712653200,91,翻唱·人气飙升,BV1RC411V7PG
俺是河南嘞！河南洛阳嘞【5：20AM】阿梓,阿梓从小就很可爱,2639684,2429,54956,119530,67944,43817,上海,1712203200,159,百万播放,BV1dZ421q7tb
草 坪 最 害 怕 的 一 集,萝太永不破防,441832,1117,6463,47738,1923,1133,福建,1712678598,409,单机游戏·人气飙升,BV11p42197ya
恐怖的竞业协议：互联网大厂在“吃人”,知危编辑部,742023,8835,19564,50109,36649,15623,浙江,1712571570,1089,1万分享,BV1up42197mh
“被压制的那个好像不是我啊！”,二代二代,194309,230,3592,11711,4257,109,广东,1712636309,224,,BV1kx421U7mz
【5：20AM】俺是河南嘞！！,铃乃Chan,466685,353,7903,32721,7513,3462,广东,1712633400,157,,BV1wx4y1e7a8
《我爱发明》里最解乏的发明 将后背抛成镜面！,沫子瞪片,198011,1219,1698,15394,1332,266,河北,1712736900,713,很多人点赞,BV1ym411z7eS
RNG的问题出在哪？给夏季赛定个目标？快看起来！,朱开KenZhu88,341161,1127,1470,16029,3830,1622,上海,1712667936,590,,BV1ED421s7su
如何把五千年的东方文化装进一个盒子里？,南翔不爱吃饭,7891775,8064,249958,407525,342020,7137,江苏,1712207735,378,百万播放,BV1Br42147ZA
结婚4年，我们又做回了同学…,狂阿弥_,1859058,2693,25970,85022,62172,12354,广东,1712309529,982,百万播放,BV1gC411L7Q5
《那场同居毁了我的纯爱梦》,妍妍酱的一天,796806,11590,6634,24668,3824,5832,陕西,1712564894,2323,,BV1vC41157j2
两场比赛狂进10球！传控和反击的极致对抗！皇马3-3曼城，阿森纳2-2拜仁！,隔壁红魔,366101,2188,1411,20766,5453,1043,广东,1712700537,475,,BV1oD421W7dZ
压上全部筹码！成本最大的一集！随机爆氪挑战#3,一叮当猫一,732646,165,2086,19411,10145,197,湖北,1712586487,476,,BV1XM4m1Q7TW
医生遇见的奇葩过敏经历！「几乎对所有东西过敏」还有救吗？,大物是也,188640,1653,1578,12441,2848,1409,北京,1712743200,1298,,BV1Bx4y1Y7ZN
房车将“鸣笛”，快记住暗号【416】！,出发吧麦芬,318603,40,2831,24670,2512,835,上海,1712628000,94,很多人点赞,BV1fK421h7NW
